"Datum";"Jahr";"Monat";"Tag";"T";"Tmax";"Tmin";"RR";"Sun"
"1976-07-14";1976;7;14;18.5;24;13.5;0.1;1.8
"1976-07-15";1976;7;15;22.3;27.9;14.4;0;6.2
"1976-07-16";1976;7;16;24;31.7;14.1;0;12.6
"1976-07-17";1976;7;17;26;35.5;14.9;0;13.2
"1976-07-18";1976;7;18;25;31.2;18.9;0;6.3
"1976-07-19";1976;7;19;23.4;30;17;3.4;7.3
"1976-07-20";1976;7;20;23.1;28;17.5;0;7.7
"1976-07-21";1976;7;21;19;25.5;17;9.8;0
"1976-07-22";1976;7;22;17.1;20.4;13.6;0;0
"1976-07-23";1976;7;23;17.2;21.4;12.4;0;4.2
"1976-07-24";1976;7;24;16.2;19;13.4;0.5;0.3
"1976-07-25";1976;7;25;16.5;22.1;11.2;0.1;2
"1976-07-26";1976;7;26;19.3;25.6;15;0;6.8
"1976-07-27";1976;7;27;18.9;25.1;13;0;14.5
"1976-07-28";1976;7;28;16.3;22.3;14.1;2.1;5
"1976-07-29";1976;7;29;15.8;20.5;10.7;0;7.5
"1976-07-30";1976;7;30;16.7;21.6;11.4;0.2;4.1
"1976-07-31";1976;7;31;15.8;19.6;13.7;1.5;6.4
"1976-08-01";1976;8;1;14.2;19.9;11.1;0;7.5
"1976-08-02";1976;8;2;13.6;17.4;8.9;0.6;3
"1976-08-03";1976;8;3;15.3;20.2;11.4;5.4;4.3
"1976-08-04";1976;8;4;14;18.6;9.2;0;7.6
"1976-08-05";1976;8;5;14.4;20;9.8;0;10.5
"1976-08-06";1976;8;6;15.1;18.9;11.5;0;0.6
"1976-08-07";1976;8;7;16.4;22.4;11.9;0;12.1
"1976-08-08";1976;8;8;16.5;23.4;10;0;6.2
"1976-08-09";1976;8;9;17.3;25.1;8.4;0;11.8
"1976-08-10";1976;8;10;18.3;25.7;10.5;0;11.9
"1976-08-11";1976;8;11;17.5;25.1;11.2;0;10.5
"1976-08-12";1976;8;12;18.3;24;12.6;0;7.7
"1976-08-13";1976;8;13;18.2;23.1;13.3;0;5.1
"1976-08-14";1976;8;14;17.2;24;12.4;0;12.3
"1976-08-15";1976;8;15;16.4;23.1;9.4;0;11.5
"1976-08-16";1976;8;16;17;23.3;9.2;0;11.3
"1976-08-17";1976;8;17;17.1;21.1;13;0.4;4.5
"1976-08-18";1976;8;18;18.3;25.1;9.9;0.1;8
"1976-08-19";1976;8;19;17.7;23.3;11.9;0;6.1
"1976-08-20";1976;8;20;17.9;25.7;9.7;0;4.6
"1976-08-21";1976;8;21;16.5;21.3;9.4;0;11
"1976-08-22";1976;8;22;14.3;20.2;6.9;0;11.4
"1976-08-23";1976;8;23;15.5;23.9;5.3;0;13
"1976-08-24";1976;8;24;17.2;29;5.6;0;12.9
"1976-08-25";1976;8;25;18.2;30;7.9;0;12.6
"1976-08-26";1976;8;26;16;25.6;9.7;1.3;6.8
"1976-08-27";1976;8;27;16.4;21;13.4;0;4.2
"1976-08-28";1976;8;28;17.3;25.1;9.7;0;3.1
"1976-08-29";1976;8;29;21.5;28.6;12.8;0;11.3
"1976-08-30";1976;8;30;20.4;29.9;11.6;0;8.8
"1976-08-31";1976;8;31;20.1;24;17.3;0;5.7
"1977-06-01";1977;6;1;8.7;14.3;0.3;0;5.8
"1977-06-02";1977;6;2;13.1;19.4;9.1;1.7;6.6
"1977-06-03";1977;6;3;11.9;16.7;9.2;0.1;0.1
"1977-06-04";1977;6;4;12.7;17.6;10.7;0;2.5
"1977-06-05";1977;6;5;13.1;17.3;7.5;1;7.8
"1977-06-06";1977;6;6;13.9;17.5;9.3;0;13
"1977-06-07";1977;6;7;15.9;20.5;12;1.2;4.7
"1977-06-08";1977;6;8;13.9;19.3;10;3.8;5.1
"1977-06-09";1977;6;9;17.8;25.1;10.1;6.8;6.5
"1977-06-10";1977;6;10;23.5;30.3;16.5;0;13.9
"1977-06-11";1977;6;11;19.1;27.8;17.6;0.6;3.9
"1977-06-12";1977;6;12;18.4;25.4;12.6;0;6.7
"1977-06-13";1977;6;13;22.1;29.8;13.7;0;13.5
"1977-06-14";1977;6;14;23.6;29.9;16.1;0;12.9
"1977-06-15";1977;6;15;22;27.7;17;2.1;4.9
"1977-06-16";1977;6;16;18.6;25.7;15.1;1.4;3.9
"1977-06-17";1977;6;17;17.9;21.2;15.2;0;2.5
"1977-06-18";1977;6;18;20.1;24.8;13.8;0;7.7
"1977-06-19";1977;6;19;18.6;24.2;14.7;3.4;0.6
"1977-06-20";1977;6;20;18.3;22.2;14.5;0;7.5
"1977-06-21";1977;6;21;16.2;19.5;10.8;0;0.4
"1977-06-22";1977;6;22;18;22.9;13.5;0;5.8
"1977-06-23";1977;6;23;18.2;24;10.6;0;8.3
"1977-06-24";1977;6;24;19.6;26.4;11.5;0;11.5
"1977-06-25";1977;6;25;20.3;26.8;13.1;0.3;11.8
"1977-06-26";1977;6;26;18;23.4;16.3;0;5.3
"1977-06-27";1977;6;27;14.3;18.3;9;0;9.4
"1977-06-28";1977;6;28;16.6;22;10.7;8.2;9.7
"1977-06-29";1977;6;29;15.1;20.3;12.4;5.1;0.5
"1977-06-30";1977;6;30;15.9;19.9;12;0;9.3
"1977-07-01";1977;7;1;17.3;23.3;10.6;0;8.4
"1977-07-02";1977;7;2;18.1;22.7;14.2;0;13.2
"1977-07-03";1977;7;3;17.8;24;11;0;14.6
"1977-07-04";1977;7;4;19.3;25.3;11.4;0;14.5
"1977-07-05";1977;7;5;19;24;13.6;0;10
"1977-07-06";1977;7;6;16.2;20.7;14.2;4.4;0.3
"1977-07-07";1977;7;7;15.4;18.9;13;2.8;5.8
"1977-07-08";1977;7;8;16.3;18.9;14.4;5.2;2.8
"1977-07-09";1977;7;9;16.5;19.6;15;0.7;2.1
"1977-07-10";1977;7;10;18.2;22.6;15.3;0;6.9
"1977-07-11";1977;7;11;20.2;26.5;12.6;0;12.5
"1977-07-12";1977;7;12;21.2;28.1;11.8;0;15.1
"1977-07-13";1977;7;13;19.4;26.6;13.3;0;14.2
"1977-07-14";1977;7;14;15;22.9;12.8;0.3;6.8
"1977-07-15";1977;7;15;12.2;16.9;7.5;5;7.5
"1977-07-16";1977;7;16;14.4;18.9;9.1;0.1;12.2
"1977-07-17";1977;7;17;14.6;18.2;10.5;2.9;9.3
"1977-07-18";1977;7;18;14.2;17.3;11.3;3.5;0
"1977-07-19";1977;7;19;15.9;20.6;13.2;0;6.6
"1977-07-20";1977;7;20;16.2;20.2;12.7;1.5;1.9
"1977-07-21";1977;7;21;15;20.4;10.3;0;8.9
"1977-07-22";1977;7;22;15.6;19.5;11.4;0;5.6
"1977-07-23";1977;7;23;17.1;21.7;13.2;13.7;7
"1977-07-24";1977;7;24;17.5;20.1;16.3;4.7;0
"1977-07-25";1977;7;25;13.8;16.3;12.1;4.7;0
"1977-07-26";1977;7;26;14.4;17.5;12.5;1.3;4.3
"1977-07-27";1977;7;27;13.3;17.8;9.7;5.6;2.7
"1977-07-28";1977;7;28;16.7;22.2;11.4;0;7.3
"1977-07-29";1977;7;29;18.2;23.3;13.1;0;NA
"1977-07-30";1977;7;30;19.1;25.9;13.2;0;NA
"1977-07-31";1977;7;31;17.5;22.5;13.3;6.1;NA
"1977-08-01";1977;8;1;17.1;21;14.8;0;NA
"1977-08-02";1977;8;2;16.6;21.7;11.7;3.1;NA
"1977-08-03";1977;8;3;15.7;18.8;15;0.2;NA
"1977-08-04";1977;8;4;16.8;20.9;14.3;0;NA
"1977-08-05";1977;8;5;18.5;25.5;11;0;NA
"1977-08-06";1977;8;6;17.9;22.5;13.5;0;NA
"1977-08-07";1977;8;7;16.6;25.2;10.6;8.2;NA
"1977-08-08";1977;8;8;18.1;26;14.4;16.8;NA
"1977-08-09";1977;8;9;19.1;23.6;16.1;0;NA
"1977-08-10";1977;8;10;18.2;23.1;14.4;7.1;NA
"1977-08-11";1977;8;11;15.8;19.7;13.4;7;NA
"1977-08-12";1977;8;12;16.7;19.4;14.8;0;NA
"1977-08-13";1977;8;13;16.8;21;11.5;0;NA
"1977-08-14";1977;8;14;17;21.3;15.6;5.8;NA
"1977-08-15";1977;8;15;16.4;19.6;14.5;0;NA
"1977-08-16";1977;8;16;14.6;20.3;8.9;0;NA
"1977-08-17";1977;8;17;13.7;20.6;7.5;0;NA
"1977-08-18";1977;8;18;14.9;19.4;12.1;2.1;NA
"1977-08-19";1977;8;19;14.3;15.5;13.5;4.4;NA
"1977-08-20";1977;8;20;14.1;16.2;12.7;5;NA
"1977-08-21";1977;8;21;14.7;17.6;11.9;0;NA
"1977-08-22";1977;8;22;15.6;20;11.3;0;NA
"1977-08-23";1977;8;23;14.7;19.5;10.8;0;NA
"1977-08-24";1977;8;24;14;20;7.4;0;NA
"1977-08-25";1977;8;25;14.6;22.7;7.2;0;NA
"1977-08-26";1977;8;26;18.1;23.5;13.4;0.9;NA
"1977-08-27";1977;8;27;17.7;21.2;14.6;0;NA
"1977-08-28";1977;8;28;15.8;22.1;12.8;4.4;NA
"1977-08-29";1977;8;29;15.4;21;9.3;0;NA
"1977-08-30";1977;8;30;17.7;26;9.1;0;NA
"1977-08-31";1977;8;31;20.6;27.1;15.3;0;NA
"1978-06-01";1978;6;1;22;29.2;11.4;0;14.3
"1978-06-02";1978;6;2;22.4;29.2;13.9;0;12.3
"1978-06-03";1978;6;3;20.9;25.9;15.4;0;6.8
"1978-06-04";1978;6;4;21.3;26.8;14.9;0;9.5
"1978-06-05";1978;6;5;21.6;28.9;12.9;0;12.7
"1978-06-06";1978;6;6;22.6;29.4;13.7;0;13.7
"1978-06-07";1978;6;7;21.7;30.3;17;10.2;6
"1978-06-08";1978;6;8;18.6;21.2;16.1;0.3;4.8
"1978-06-09";1978;6;9;14.6;18.7;8.2;0;6.2
"1978-06-10";1978;6;10;13.4;16.9;9.8;0.8;5.9
"1978-06-11";1978;6;11;12;15;9.7;1;1.5
"1978-06-12";1978;6;12;12.1;15.4;9.8;4.7;8.4
"1978-06-13";1978;6;13;12.4;16.8;10.1;13.4;3.7
"1978-06-14";1978;6;14;12.3;17.4;8.3;7.8;3.7
"1978-06-15";1978;6;15;13.3;19.1;7.6;0;8.1
"1978-06-16";1978;6;16;14.2;18.9;7.6;0;15.3
"1978-06-17";1978;6;17;13.2;19.8;6.4;0;15.1
"1978-06-18";1978;6;18;12.5;18;4.2;0;14.3
"1978-06-19";1978;6;19;16.7;25.3;5.8;0;12.4
"1978-06-20";1978;6;20;18.9;25;8.1;0;11.7
"1978-06-21";1978;6;21;17.5;23.5;13;0.1;4.1
"1978-06-22";1978;6;22;16.6;24.3;9.9;2.4;8.3
"1978-06-23";1978;6;23;17.9;22.9;11.8;0.1;5.7
"1978-06-24";1978;6;24;15.7;21.1;11.4;0;5.2
"1978-06-25";1978;6;25;15.1;20.8;7.3;0;10.6
"1978-06-26";1978;6;26;12.4;16.7;7.6;1;4.8
"1978-06-27";1978;6;27;11.8;15;10.6;4.2;0.6
"1978-06-28";1978;6;28;11.8;15;9.6;0.3;0.2
"1978-06-29";1978;6;29;15.4;20.5;7.3;0;3.2
"1978-06-30";1978;6;30;18.1;25.3;10;1.2;9.3
"1978-07-01";1978;7;1;17.1;23.7;14.4;0;8
"1978-07-02";1978;7;2;16.4;22.2;7.6;5.2;8.4
"1978-07-03";1978;7;3;16.9;20.9;13.9;1.7;0.3
"1978-07-04";1978;7;4;17.6;21.9;13.9;2.1;2.9
"1978-07-05";1978;7;5;15.6;19;11.1;0;4.9
"1978-07-06";1978;7;6;13.5;18.9;10.2;2.9;9.2
"1978-07-07";1978;7;7;13.6;16.9;10.8;0.4;7.8
"1978-07-08";1978;7;8;13.3;17.5;9.7;2.4;3.4
"1978-07-09";1978;7;9;13.8;18.5;11.4;1.1;1.5
"1978-07-10";1978;7;10;14.8;18.4;10.9;9.3;4.4
"1978-07-11";1978;7;11;17;23.8;11.8;0;11.2
"1978-07-12";1978;7;12;17.2;22.6;10.8;0;13.5
"1978-07-13";1978;7;13;14.7;20.5;9;0;9.4
"1978-07-14";1978;7;14;13.6;17.4;9.7;0.5;6.2
"1978-07-15";1978;7;15;13.2;15.6;11.2;0;0.7
"1978-07-16";1978;7;16;12;14.7;10;3.6;0.3
"1978-07-17";1978;7;17;13.3;16.6;9.3;0;4.1
"1978-07-18";1978;7;18;14;20.1;4.8;0;10.8
"1978-07-19";1978;7;19;14.6;19.2;10.9;0;3.2
"1978-07-20";1978;7;20;13.3;17.4;11.7;4;0.6
"1978-07-21";1978;7;21;13.2;15.6;11.1;5.5;6.4
"1978-07-22";1978;7;22;13.1;15.2;10.2;0;0.5
"1978-07-23";1978;7;23;15.5;21.8;6.9;0;6.2
"1978-07-24";1978;7;24;18.4;24.8;11;0;4
"1978-07-25";1978;7;25;18.2;25.4;10.2;0;8
"1978-07-26";1978;7;26;20.5;28.3;13.2;0;10.9
"1978-07-27";1978;7;27;23;27.4;16.3;0;10.1
"1978-07-28";1978;7;28;22.7;30.2;16.9;0;6.8
"1978-07-29";1978;7;29;21.9;28.6;14.4;0;7.7
"1978-07-30";1978;7;30;23.1;30.3;12.9;0;13.5
"1978-07-31";1978;7;31;24;30.2;13.4;0;13.5
"1978-08-01";1978;8;1;23.8;30.9;14.3;0;12.5
"1978-08-02";1978;8;2;23;28.1;17.6;0;10.3
"1978-08-03";1978;8;3;18.8;26.7;13.6;4.4;7.7
"1978-08-04";1978;8;4;18.4;23.6;13.6;0;8.8
"1978-08-05";1978;8;5;17.4;21.9;15.4;1;3.7
"1978-08-06";1978;8;6;17.7;23.9;14.6;0.5;5.9
"1978-08-07";1978;8;7;18.4;23.3;14.5;1.4;3.3
"1978-08-08";1978;8;8;16;20.8;15.1;122.4;0
"1978-08-09";1978;8;9;15.4;17.7;13.5;7.4;0
"1978-08-10";1978;8;10;15.3;20.6;10.6;0;6.5
"1978-08-11";1978;8;11;14.9;18.4;12.9;0;2.6
"1978-08-12";1978;8;12;15.2;17.7;12.5;0;1.7
"1978-08-13";1978;8;13;15.3;21.3;10.2;0;7.5
"1978-08-14";1978;8;14;16.2;21.6;11.2;0;5.8
"1978-08-15";1978;8;15;19.4;26;14.3;0;10.6
"1978-08-16";1978;8;16;19.2;25.2;16;9.9;5.1
"1978-08-17";1978;8;17;15.9;22;12.5;10.6;9
"1978-08-18";1978;8;18;14.6;20;10.5;0;10.3
"1978-08-19";1978;8;19;16.6;22.6;11;0;11.6
"1978-08-20";1978;8;20;17.4;24.2;11.5;0;13.5
"1978-08-21";1978;8;21;18.2;26.2;8.8;0;12.8
"1978-08-22";1978;8;22;19.8;27.6;12.2;0.6;11.2
"1978-08-23";1978;8;23;17.5;23.1;14.1;0;7.3
"1978-08-24";1978;8;24;14.8;18.4;11.4;0;4.7
"1978-08-25";1978;8;25;15;18;11.9;1.5;4.8
"1978-08-26";1978;8;26;14.3;19.3;9.5;0;11.5
"1978-08-27";1978;8;27;11.4;16.8;10.6;3.5;8.3
"1978-08-28";1978;8;28;11.8;16.7;8.4;0.1;9.8
"1978-08-29";1978;8;29;12.1;14;9.3;3.5;0
"1978-08-30";1978;8;30;12.9;15.5;10.8;1.1;4
"1978-08-31";1978;8;31;10;16.4;5.1;2.3;8
"1979-06-01";1979;6;1;23.9;31.3;14.6;0;13.6
"1979-06-02";1979;6;2;23.4;31.6;16;0;12.2
"1979-06-03";1979;6;3;21.8;29.8;16.2;1.7;9.4
"1979-06-04";1979;6;4;21.6;28.1;14.4;0;13.8
"1979-06-05";1979;6;5;21.7;28.6;13.8;0;13.1
"1979-06-06";1979;6;6;20.2;26;16;0;3.4
"1979-06-07";1979;6;7;16.8;20.1;15.3;15.1;0
"1979-06-08";1979;6;8;13.8;16.5;12.9;5.3;3.6
"1979-06-09";1979;6;9;13.7;17.5;10.2;0.8;4.2
"1979-06-10";1979;6;10;12.5;16.6;10;0;5.6
"1979-06-11";1979;6;11;15.3;22.2;6.8;0;9.5
"1979-06-12";1979;6;12;19.8;26.5;12.5;6.9;8.8
"1979-06-13";1979;6;13;16.1;21.8;13.9;7.8;2.2
"1979-06-14";1979;6;14;15.3;18;12.6;0.3;2.6
"1979-06-15";1979;6;15;14.6;19.7;10.4;9.9;4.5
"1979-06-16";1979;6;16;13.4;15.8;11.4;6.7;0
"1979-06-17";1979;6;17;12.9;17.3;10.4;0;5.9
"1979-06-18";1979;6;18;14.9;20.8;8.8;0;12.6
"1979-06-19";1979;6;19;16.8;22.7;11.2;0;13.2
"1979-06-20";1979;6;20;18.4;25;11;0;14.2
"1979-06-21";1979;6;21;19.9;26;13;0;10.2
"1979-06-22";1979;6;22;20.3;25.7;14.9;0;14.7
"1979-06-23";1979;6;23;18.9;24.5;14.3;0;8.3
"1979-06-24";1979;6;24;22;28.2;15.5;0.5;11.5
"1979-06-25";1979;6;25;19.2;26.2;16.7;0;8.7
"1979-06-26";1979;6;26;19.1;24.4;14.1;0;11
"1979-06-27";1979;6;27;18.6;24.2;14.4;0;5.9
"1979-06-28";1979;6;28;17.3;23;11.6;0;11.5
"1979-06-29";1979;6;29;17.5;23.8;11.8;1.7;2.1
"1979-06-30";1979;6;30;14.4;18.7;11.4;0.2;9
"1979-07-01";1979;7;1;12.4;16.6;10.1;1.2;7.2
"1979-07-02";1979;7;2;12.4;17.1;8.4;0;6.3
"1979-07-03";1979;7;3;14;18.8;7.1;0;4.7
"1979-07-04";1979;7;4;14.7;19.8;9.4;0;6.2
"1979-07-05";1979;7;5;15.1;19.8;8.9;0;13
"1979-07-06";1979;7;6;15.2;18.9;11.7;0;1.4
"1979-07-07";1979;7;7;14.6;18.1;13;2.5;0
"1979-07-08";1979;7;8;14.2;16;12.6;1.8;1.2
"1979-07-09";1979;7;9;13.9;16.4;11.6;16.2;0
"1979-07-10";1979;7;10;13.8;17;11.3;0.1;2
"1979-07-11";1979;7;11;13.6;17.6;9.8;0;3.5
"1979-07-12";1979;7;12;16;22.6;8.2;0;13.4
"1979-07-13";1979;7;13;18.3;25.1;9.7;0;12.6
"1979-07-14";1979;7;14;17.4;23.8;12.2;0;8.1
"1979-07-15";1979;7;15;14.4;18.8;10.7;0;1.7
"1979-07-16";1979;7;16;12.6;15.8;9.7;8;5.8
"1979-07-17";1979;7;17;14.1;18.9;10.9;0;5.1
"1979-07-18";1979;7;18;15;19.8;10.4;33.8;0
"1979-07-19";1979;7;19;15.8;19.2;13.3;0.5;5.6
"1979-07-20";1979;7;20;14.6;18.7;12.5;0;3.4
"1979-07-21";1979;7;21;13.5;17;11.2;4.5;2.4
"1979-07-22";1979;7;22;13.1;16.9;10.9;5.3;5.3
"1979-07-23";1979;7;23;13.7;17.2;11.8;2.1;2.1
"1979-07-24";1979;7;24;13.2;16.6;10.3;2;1.6
"1979-07-25";1979;7;25;14.3;18.1;10.4;0;3.4
"1979-07-26";1979;7;26;14.7;17.5;12.5;2;1.3
"1979-07-27";1979;7;27;15.2;20.3;11;0;11
"1979-07-28";1979;7;28;16.4;22.4;10.4;0;11.8
"1979-07-29";1979;7;29;18.3;24.8;11.6;6.2;5.3
"1979-07-30";1979;7;30;17.9;22;15.7;5.9;4
"1979-07-31";1979;7;31;19.1;25.2;14.7;0.4;5.8
"1979-08-01";1979;8;1;18.7;22.4;16.7;0;5
"1979-08-02";1979;8;2;19.9;24.7;16;0.5;5.4
"1979-08-03";1979;8;3;18.2;23.8;12.6;0;10
"1979-08-04";1979;8;4;16.6;21.5;11.8;0.4;5.9
"1979-08-05";1979;8;5;14.7;20.2;10.1;0;11.9
"1979-08-06";1979;8;6;14.8;21;8.1;0;9.5
"1979-08-07";1979;8;7;16.9;24.1;8.4;0;8.5
"1979-08-08";1979;8;8;19.3;27.7;11.7;0;8.6
"1979-08-09";1979;8;9;17.1;21.8;12.6;16.2;10.5
"1979-08-10";1979;8;10;15;18.4;12.9;0;2.8
"1979-08-11";1979;8;11;14.8;20.2;11.3;0;8.2
"1979-08-12";1979;8;12;14.9;19.6;8.9;0;0.7
"1979-08-13";1979;8;13;16.4;22.9;9;0;10.9
"1979-08-14";1979;8;14;18.2;24.6;11.3;0;11.3
"1979-08-15";1979;8;15;20.3;29;14.1;0;11
"1979-08-16";1979;8;16;21.3;29.3;13;0;12.1
"1979-08-17";1979;8;17;21.2;25.8;17.7;0;11.1
"1979-08-18";1979;8;18;19.8;26.5;12.1;0;12
"1979-08-19";1979;8;19;18.7;24.7;13;0;9.6
"1979-08-20";1979;8;20;18;24.9;11.4;1.8;7.8
"1979-08-21";1979;8;21;17.3;21.3;13.6;0.1;2.7
"1979-08-22";1979;8;22;17;21.5;13.9;0;7.6
"1979-08-23";1979;8;23;16.8;21.1;11.4;0.5;7.7
"1979-08-24";1979;8;24;16.8;21.3;13;0;6.5
"1979-08-25";1979;8;25;15.3;18.9;12;0;7.6
"1979-08-26";1979;8;26;11.8;17.2;8.9;5.6;4.4
"1979-08-27";1979;8;27;13.3;17.4;10.4;0;0.8
"1979-08-28";1979;8;28;13.2;15.2;10.9;0.8;1.3
"1979-08-29";1979;8;29;13.5;15.8;11.1;0;0
"1979-08-30";1979;8;30;17.9;24;13.1;0;11.2
"1979-08-31";1979;8;31;17.7;25;10.5;0;7.3
"1980-06-01";1980;6;1;12;16.6;5.2;0;6.9
"1980-06-02";1980;6;2;13.1;16.6;9.1;9.1;0.3
"1980-06-03";1980;6;3;10.7;15.1;8;1.6;0
"1980-06-04";1980;6;4;16.1;22.3;9.9;0;9
"1980-06-05";1980;6;5;18.6;24.7;14.2;0;14
"1980-06-06";1980;6;6;15.6;22.8;8.8;0;10.2
"1980-06-07";1980;6;7;16.7;23.9;9.5;3.3;10.3
"1980-06-08";1980;6;8;18.6;25.6;11.5;3.8;11.3
"1980-06-09";1980;6;9;20.5;27;13.8;0.5;8.8
"1980-06-10";1980;6;10;21.4;27.1;15.7;0;9.8
"1980-06-11";1980;6;11;19;25.5;14.7;15.3;5.4
"1980-06-12";1980;6;12;16.9;20;15.1;1.5;1.8
"1980-06-13";1980;6;13;17.6;22.6;11.6;0;8.4
"1980-06-14";1980;6;14;21.7;27.9;14.5;0;11.9
"1980-06-15";1980;6;15;17.5;24.7;15.9;15.8;0
"1980-06-16";1980;6;16;17;22.4;12.5;0;4.9
"1980-06-17";1980;6;17;16.3;20.4;13.5;8.4;1.3
"1980-06-18";1980;6;18;14.1;17.2;11.8;9.3;0
"1980-06-19";1980;6;19;15.9;19.5;12.4;9.2;7.7
"1980-06-20";1980;6;20;13.9;18.6;12.3;1.4;4.9
"1980-06-21";1980;6;21;13.6;17.3;9.2;1.1;7.1
"1980-06-22";1980;6;22;13.5;15.8;9.7;3.8;0.8
"1980-06-23";1980;6;23;13.9;18.9;9.8;3.5;9.8
"1980-06-24";1980;6;24;15.1;20.3;9.9;1;7
"1980-06-25";1980;6;25;13.5;18.2;9.6;1.6;3.7
"1980-06-26";1980;6;26;14.5;19.9;10;1.8;14.3
"1980-06-27";1980;6;27;13.3;18.5;10.9;6.2;4.5
"1980-06-28";1980;6;28;12.6;16.2;9.2;0;4.3
"1980-06-29";1980;6;29;11.8;14.9;8.4;1.3;1.1
"1980-06-30";1980;6;30;12.2;13.7;11.1;5.2;0
"1980-07-01";1980;7;1;13.7;19.2;11.1;5.3;5
"1980-07-02";1980;7;2;14;17;11.5;1.8;1
"1980-07-03";1980;7;3;15.4;20;12.5;0;6
"1980-07-04";1980;7;4;16.3;21.2;11.6;0;7.9
"1980-07-05";1980;7;5;15.8;20;10.7;1.8;3
"1980-07-06";1980;7;6;15.2;19.4;12.3;0;8.8
"1980-07-07";1980;7;7;15;21.1;9.1;1;6.3
"1980-07-08";1980;7;8;16;20.2;11.5;0.3;1.5
"1980-07-09";1980;7;9;17;21.8;12.3;4.4;7.5
"1980-07-10";1980;7;10;15.4;18.3;14.2;7.6;0
"1980-07-11";1980;7;11;16.3;21.4;14.2;14.9;1.7
"1980-07-12";1980;7;12;13.9;16.4;12;2.1;1.4
"1980-07-13";1980;7;13;13.2;17.3;10.8;0;5.5
"1980-07-14";1980;7;14;14.4;19.3;9.4;2;7.9
"1980-07-15";1980;7;15;16.9;21.1;13.3;3.9;5.5
"1980-07-16";1980;7;16;14.8;17.2;12.4;0;3.2
"1980-07-17";1980;7;17;13.6;16;12.2;0;2.1
"1980-07-18";1980;7;18;13.5;17;10.8;2.3;0.1
"1980-07-19";1980;7;19;15;16.7;12.7;4.5;0.3
"1980-07-20";1980;7;20;17.9;22.2;15.1;0;6.9
"1980-07-21";1980;7;21;16.4;19.3;15.4;11;0.9
"1980-07-22";1980;7;22;15;18.3;12.9;0;2.5
"1980-07-23";1980;7;23;15.7;22.2;8.5;0;14.5
"1980-07-24";1980;7;24;17.3;24.6;9.5;0;13.1
"1980-07-25";1980;7;25;18.6;25.1;10.5;0;13.5
"1980-07-26";1980;7;26;19;25.3;12.8;0;8.7
"1980-07-27";1980;7;27;20.7;25.2;16.6;1.5;6.4
"1980-07-28";1980;7;28;19.7;24;16.3;0;4.1
"1980-07-29";1980;7;29;20.1;24.8;15.9;0.1;6.8
"1980-07-30";1980;7;30;19.2;22.9;16.6;3.3;0.3
"1980-07-31";1980;7;31;17.8;23.4;14.9;14.4;1.4
"1980-08-01";1980;8;1;17.9;22.7;14.3;0;6.7
"1980-08-02";1980;8;2;19.4;25.6;11.9;0;11.3
"1980-08-03";1980;8;3;22.7;30.5;17.1;4.9;8.8
"1980-08-04";1980;8;4;21.4;25.3;18.1;0;10.8
"1980-08-05";1980;8;5;19.8;25.2;16.1;3;7.5
"1980-08-06";1980;8;6;17.4;21.1;14.4;0.1;6.5
"1980-08-07";1980;8;7;18.1;22.3;14.6;0;2
"1980-08-08";1980;8;8;17.7;22.2;13.7;0.6;2.3
"1980-08-09";1980;8;9;15.3;20.6;13.3;0;3.3
"1980-08-10";1980;8;10;14.6;19.3;10;0;5
"1980-08-11";1980;8;11;15.8;21.5;9;0;11.4
"1980-08-12";1980;8;12;15.4;19.6;12.1;11.4;0
"1980-08-13";1980;8;13;15.3;18.5;13.3;0.3;0.8
"1980-08-14";1980;8;14;17.2;23.4;10.9;0;8.6
"1980-08-15";1980;8;15;17.4;22;13.2;0;5.9
"1980-08-16";1980;8;16;19.8;26.7;13;0;12.4
"1980-08-17";1980;8;17;17.4;23.7;12;0;12.9
"1980-08-18";1980;8;18;15.9;21.7;9.9;0.1;10.8
"1980-08-19";1980;8;19;15;17.9;13.1;4.5;0
"1980-08-20";1980;8;20;15.6;16.9;13.8;3.6;0.4
"1980-08-21";1980;8;21;15.5;19;13.9;7.6;4.6
"1980-08-22";1980;8;22;13.2;15.9;11.7;0.9;6.7
"1980-08-23";1980;8;23;12.8;14.2;11.4;0;0
"1980-08-24";1980;8;24;11.6;15.2;9.4;5.9;6.4
"1980-08-25";1980;8;25;11.7;15;8.6;0.5;1.1
"1980-08-26";1980;8;26;12.4;18;7.1;0;8.6
"1980-08-27";1980;8;27;14.2;20.6;8.3;0;12.1
"1980-08-28";1980;8;28;16.9;24.6;9.9;0;8.6
"1980-08-29";1980;8;29;17.2;21.3;14.7;0.1;3.6
"1980-08-30";1980;8;30;17.5;22.8;13.9;2.7;5.3
"1980-08-31";1980;8;31;15.6;20.5;12.5;0.8;7.9
"1981-06-01";1981;6;1;21.2;28.1;16;0;9.5
"1981-06-02";1981;6;2;21.1;28.5;13.7;0;12
"1981-06-03";1981;6;3;20.4;24.7;15.6;0;2.3
"1981-06-04";1981;6;4;16.1;21.8;14.6;0.1;1.1
"1981-06-05";1981;6;5;17.5;22.4;12.7;0;11.6
"1981-06-06";1981;6;6;17.5;22.5;13.4;1;6.5
"1981-06-07";1981;6;7;18.2;23.2;13;0;12.7
"1981-06-08";1981;6;8;18.1;24.4;13.3;2.2;7.4
"1981-06-09";1981;6;9;20.3;24.6;15.8;6;3
